SMILES	y_true	y_pred	y_score	Test_Fold	Mean	Min	5 Nearest	9 Nearest	Max	Evaluation
CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1	1	0	0.48991907	0	0.9011919812676645	0.7837837837837838	0.7849761660394571	0.7869588608829114	1.0	Weight-only
CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1	0	0	0.4683152	0	0.8744470631068918	0.3088235294117647	0.5118621717692926	0.5787148517626675	1.0	Weight-only
CC(C)c1nc(CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1	0	0	0.32439208	0	0.8763755523901358	0.375	0.4878571428571428	0.5891456582633053	1.0	Weight-only
CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O	0	0	0.33508638	0	0.8813844314761013	0.7746478873239436	0.7904363102783961	0.7926057875649115	1.0	Weight-only
CC(C=CC(C)C(C)(C)O)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C	1	0	0.24544698	0	0.9171335922382194	0.7887323943661971	0.798251578436134	0.8064128413812727	1.0	Weight-only
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	1	0	0.43042058	0	0.9034883974539963	0.7634408602150538	0.7636200716845878	0.7642297420760419	1.0	Weight-only
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C	0	0	0.449768	0	0.8998326329077928	0.7647058823529411	0.765625093264094	0.7666218422309621	1.0	Weight-only
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1	1	1	0.72627866	0	0.8708876395592268	0.5686274509803921	0.5775401069518716	0.5904922801323154	1.0	Weight-only
CC(Cc1ccccc1)NC(=O)C(N)CCCCN	0	1	0.52929467	0	0.8692026838779425	0.6923076923076923	0.698051282051282	0.7059043659043659	1.0	Weight-only
CC(N)(Cc1ccc(O)cc1)C(=O)O	0	0	0.17568381	0	0.8758886371870547	0.3333333333333333	0.5531802965088474	0.6138053404911368	1.0	Weight-only
CC(N)Cc1ccccc1	0	0	0.39954066	0	0.8878237835178506	0.5757575757575758	0.6298067523873977	0.6641366617763157	1.0	Weight-only
CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C	1	0	0.22703621	0	0.9034461415758855	0.55	0.6283050847457627	0.6973094092208971	0.9863013698630136	Weight-only
CC(OC1OCCN(Cc2n[nH]c(=O)[nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1	1	0	0.48154008	0	0.8827279455285755	0.7555555555555555	0.7556589147286822	0.7593453919035315	0.9855072463768116	Weight-only
CC(OC1OCCN(Cc2nc(=O)n(P(=O)(O)O)[nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1	0	0	0.47724336	0	0.8777086795720671	0.7604166666666666	0.7699754901960784	0.7770460530490513	0.9866666666666667	Weight-only
CC1(C)OC2COC3(COS(N)(=O)=O)OC(C)(C)OC3C2O1	0	0	0.4015975	0	0.9288692457473855	0.8297872340425532	0.8341042244835031	0.8388888881579439	1.0	Weight-only
CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O	0	0	0.29213592	0	0.8542046633544096	0.26	0.29446153846153844	0.34358567358567355	1.0	Weight-only
CC12C=CC(=O)NC1CCC1C2CCC2(C)C(C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CCC12	1	1	0.61431336	0	0.8909932936442645	0.7195121951219512	0.7283112071627045	0.7365882903361982	1.0	Weight-only
CC12OC(CC1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O	1	1	0.61855865	0	0.8804416278406458	0.7764705882352941	0.7775102599179207	0.782079343365253	1.0	Weight-only
CC1C(=NC(=O)C(NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O	1	0	0.23946483	0	0.8901829899091964	0.7128712871287128	0.7330991163632493	0.7479199557241463	0.9850746268656716	Weight-only
CC1CCCC(C)N1CCCC(O)(c1ccccc1)c1ccccn1	1	0	0.19243158	0	0.8744375161596984	0.6666666666666666	0.6689655172413793	0.6856763925729443	1.0	Weight-only
CC1CCOC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12	0	0	0.32244948	0	0.8768853700174655	0.7419354838709677	0.7507792678506705	0.7588819554426931	0.9848484848484849	Weight-only
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23	0	0	0.29431233	0	0.8911924332666438	0.7684210526315789	0.7721637426900584	0.7757324067011327	0.9833333333333333	Weight-only
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1	0	0	0.46456987	0	0.8583365718304259	0.578125	0.6159230625931446	0.6484565354954699	1.0	Weight-only
CCC1C(O)C2C3CCC(C(C)CCC(=O)O)C3(C)CCC2C2(C)CCC(O)CC12	1	1	0.6285789	0	0.9098342150778517	0.7625	0.7750088589652728	0.7795623892352843	1.0	Weight-only
CCC1CN(C(=O)NCC(F)(F)F)CC1c1cnc2cnc3[nH]ccc3n12	0	0	0.2318213	0	0.8796216462425462	0.75	0.7615384615384615	0.769264507422402	0.9838709677419355	Weight-only
CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21	0	0	0.3841098	0	0.9010566195862989	0.7741935483870968	0.7788018433179722	0.7827143760730098	1.0	Weight-only
CCCCN1CC(O)C(O)C(O)C1CO	0	0	0.4885618	0	0.9031564260038094	0.7222222222222222	0.7453884424033677	0.7676701960284049	1.0	Weight-only
CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC	1	0	0.40566766	0	0.8908204204019301	0.7407407407407407	0.7478927203065135	0.7537553974335585	1.0	Weight-only
CCCNC(C)C(=O)Nc1ccccc1C	1	0	0.47084132	0	0.8715835302554842	0.6808510638297872	0.6942249240121581	0.7064249030499948	1.0	Weight-only
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1	1	1	0.695644	0	0.8707706170700243	0.6229508196721312	0.627180155154795	0.6307187474547149	1.0	Weight-only
CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCO)C(O)C3O)c2n1	1	0	0.3211961	0	0.8945929325285484	0.7941176470588235	0.7972646133925269	0.8003769954928613	1.0	Weight-only
CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12	1	0	0.2442908	0	0.8872435926762522	0.7802197802197802	0.7875947581829935	0.7913281962092976	1.0	Weight-only
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12	1	0	0.41299242	0	0.8843411072823942	0.7441860465116279	0.7644352954267275	0.7718774855861759	1.0	Weight-only
CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1	1	1	0.5328519	0	0.9016105105649271	0.6833333333333333	0.6957142857142857	0.7239699887240871	1.0	Weight-only
CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1	0	0	0.28565803	0	0.8720114109788546	0.6666666666666666	0.6711864406779661	0.6777191195085055	1.0	Weight-only
CCNC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)CCc1ccccc1	0	0	0.46948323	0	0.8702452370810478	0.5443037974683544	0.5508051085146259	0.557741666093589	1.0	Weight-only
CCOC(=O)C(C)CC(Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O	1	0	0.44200683	0	0.8667704563443825	0.7058823529411765	0.7099491648511257	0.7144144036890206	1.0	Weight-only
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCC21	1	1	0.5060846	0	0.8536399210261791	0.22807017543859648	0.42576964149504193	0.5605322484956352	1.0	Weight-only
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21	1	1	0.5060846	0	0.8534575729313294	0.19642857142857142	0.40678467908902693	0.5483615058093915	1.0	Weight-only
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CCCC1C(=O)O	1	0	0.49469697	0	0.8516508973972172	0.484375	0.565625	0.6210171568627452	1.0	Weight-only
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)O	0	1	0.56480205	0	0.860028625358448	0.5441176470588235	0.6052584670231729	0.6502549211277865	1.0	Weight-only
CCOC(=O)C(CCc1ccccc1)NC1CCc2ccccc2N(CC(=O)O)C1=O	1	0	0.47527385	0	0.853461377728487	0.7126436781609196	0.7133004926108375	0.7144491009647985	1.0	Weight-only
CCON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CSC12)c1nsc(NP(=O)(O)O)n1	1	1	0.50186104	0	0.8909725884050901	0.6017699115044248	0.6110619469026549	0.6378605744387454	1.0	Weight-only
CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O	1	1	0.5428007	0	0.854881254797006	0.7078651685393258	0.7160771258149536	0.7216105529463832	0.9838709677419355	Weight-only
CCc1ccc(CCOc2ccc(Cc3sc(=O)[nH]c3O)cc2)nc1	1	0	0.38445032	0	0.8907073786023855	0.7575757575757576	0.7633925235482665	0.7694801945409186	1.0	Weight-only
CN(CCOc1ccc(Cc2sc(=O)[nH]c2O)cc1)c1ccccn1	1	0	0.3330806	0	0.881749692290185	0.640625	0.6692234848484848	0.6962032008874873	1.0	Weight-only
CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1	1	1	0.70038307	0	0.8938824162264266	0.6231884057971014	0.6418617614269788	0.6568216507420634	1.0	Weight-only
CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1	1	1	0.5134729	0	0.8769549585686767	0.7126436781609196	0.7251596424010217	0.7349764364081767	1.0	Weight-only
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5	0	0	0.29626986	0	0.8757680030568803	0.7333333333333333	0.7415384615384615	0.7501055806938159	1.0	Weight-only
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5	0	0	0.26245844	0	0.8993746683915964	0.7083333333333334	0.7388461538461538	0.7612859362859363	1.0	Weight-only
CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3	0	0	0.30231404	0	0.8945353565301386	0.7407407407407407	0.7444444444444445	0.7522626134413515	1.0	Weight-only
CN1CCc2nc(C(=O)NC3CC(C(=O)N(C)C)CCC3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1	1	0	0.4242728	0	0.8825731028241924	0.7395833333333334	0.7449328916072036	0.7521062413812029	0.987012987012987	Weight-only
CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)[nH]nc2c1	1	0	0.30914092	0	0.8866608983832825	0.7241379310344828	0.7406555981268624	0.7584281051714001	1.0	Weight-only
COC(=O)C(c1ccccc1)C1CCCCN1	0	1	0.5002865	0	0.8526115086957043	0.6785714285714286	0.6785714285714286	0.6894135055152005	1.0	Weight-only
COC(=O)NC(C(=O)N1CCCC1c1nc(-c2ccc(-c3ccc(-c4c[nH]c(C5CCCN5C(=O)C(NC(=O)OC)C(C)C)n4)cc3)cc2)c[nH]1)C(C)C	1	0	0.3392928	0	0.8710343190774024	0.691358024691358	0.721704500199124	0.7355012791094034	1.0	Weight-only
COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5	0	0	0.39252186	0	0.8982261582833805	0.7528089887640449	0.766685393258427	0.7771725933242787	1.0	Weight-only
COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4	1	1	0.5974539	0	0.8836548503400681	0.7888888888888889	0.7973707472504883	0.801707137973915	1.0	Weight-only
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C	0	0	0.31488216	0	0.8977617390736369	0.8031496062992126	0.8039236620846124	0.8085111194617737	1.0	Weight-only
COCC(NC(C)=O)C(=O)NCc1ccccc1	1	0	0.49625534	0	0.8642437400116444	0.6585365853658537	0.6942479674796748	0.7086851778489982	1.0	Weight-only
COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1	0	1	0.5180596	0	0.9013100899115879	0.7377049180327869	0.7450819672131148	0.7559120775050723	1.0	Weight-only
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2	0	0	0.26921088	0	0.8963507092376889	0.7706422018348624	0.7734018907381769	0.776030504616023	0.9861111111111112	Weight-only
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)OCCN1CCOCC1)C(=O)OC2	0	0	0.27496406	0	0.8943780300563314	0.776595744680851	0.7864996495949319	0.7903278560747933	0.9873417721518988	Weight-only
COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12	1	0	0.31207472	0	0.8823854206982733	0.7604166666666666	0.7669296116504855	0.7741082295087149	0.9852941176470589	Weight-only
COc1c(OCCCN2CCOCC2)ccc2c3n(c(=NC(=O)c4cnc(N)nc4)nc12)CCN3	1	1	0.5745175	0	0.8808255027908155	0.6804123711340206	0.708434901979573	0.7290252682309339	1.0	Weight-only
COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC	0	1	0.5254506	0	0.882912209998612	0.7333333333333333	0.7387951807228915	0.7484824910918666	0.9866666666666667	Weight-only
COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1	1	1	0.6686689	0	0.8746118713393002	0.6764705882352942	0.6991596638655463	0.716447226663945	0.9841269841269841	Weight-only
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC	1	1	0.7275825	0	0.9044519051822221	0.7532467532467533	0.7615576615576616	0.7701012701012702	1.0	Weight-only
COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3	0	0	0.42805153	0	0.8973899655717562	0.6721311475409836	0.7045773898232914	0.727123262220259	1.0	Weight-only
COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314	0	0	0.44192153	0	0.8762003800144058	0.625	0.6599315068493151	0.6882004981320051	1.0	Weight-only
COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314	0	0	0.40261495	0	0.8800472410782624	0.6338028169014085	0.6750623386582718	0.7068063616199317	1.0	Weight-only
COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341	0	0	0.37231144	0	0.8944609313647077	0.5882352941176471	0.6583957219251337	0.7093303535796951	1.0	Weight-only
COc1cccc(N2CCN(C3=Nc4c(F)cccc4C(CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1	0	1	0.6234125	0	0.872509117191381	0.7303370786516854	0.7391546281433922	0.7450644261857966	0.9855072463768116	Weight-only
COc1cccc2c(O)c3c(c(O)c12)C(=O)C1=C(CC(O)(C(=O)CO)CC1OC1CC(N)C(O)C(C)O1)C3=O	1	1	0.6836702	0	0.8811212769973017	0.7739130434782608	0.7743478260869565	0.7755636070853461	1.0	Weight-only
COc1cccc2c(O)c3c(c(O)c12)C(=O)C1=C(CC(O)(C(C)=O)CC1OC1CC(N)C(O)C(C)O1)C3=O	1	1	0.50576365	0	0.8888522107588888	0.7684210526315789	0.77377990430622	0.7811142275752077	0.9873417721518988	Weight-only
C[N+]1(C)C2CC(OC(=O)C(O)(c3cccs3)c3cccs3)CC1C1OC12	0	0	0.29283598	0	0.8878761865396967	0.6885245901639344	0.6964350767629457	0.7037273594650645	1.0	Weight-only
Cc1[nH]c2ccccc2c1CCNCc1ccc(C=CC(O)=NO)cc1	1	0	0.25064114	0	0.9025366194207392	0.7721518987341772	0.7832911392405062	0.7915403448455487	1.0	Weight-only
Cc1ccc(-n2[nH]c(C)c(N=Nc3cccc(-c4cccc(C(=O)O)c4)c3O)c2=O)cc1C	0	0	0.44126385	0	0.8866568133443412	0.7303370786516854	0.7458945548833189	0.7645887065406992	0.9850746268656716	Weight-only
Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1	1	0	0.24755354	0	0.8939158294957382	0.7446808510638298	0.7519631498135555	0.7622124054812782	1.0	Weight-only
Clc1ccc2nsnc2c1NC1=NCCN1	1	0	0.24714796	0	0.9251883173807227	0.8166666666666667	0.82125	0.8251379375951294	1.0	Weight-only
Clc1cccc(Cl)c1NC1=NCCN1	1	0	0.26468715	0	0.9117000977274411	0.7272727272727273	0.7494071146245058	0.7688305308054754	1.0	Weight-only
Cn1c(=O)c2[nH]cnc2n(C)c1=O	1	0	0.32917726	0	0.9103130717483703	0.7317073170731707	0.7488826047680768	0.7624917162445146	1.0	Weight-only
Cn1c(=O)c2c(ncn2C)n(C)c1=O	0	0	0.4578393	0	0.9105411849536832	0.7209302325581395	0.7436692506459948	0.7627272315154813	1.0	Weight-only
Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21	1	1	0.7389915	0	0.8764939918545601	0.6052631578947368	0.6321234119782215	0.6630057190612508	0.9824561403508771	Weight-only
Cn1cc(-c2cc3c(N4CCN(c5ncc(C(C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1	0	1	0.5330255	0	0.9075417963690549	0.7789473684210526	0.7855502392344498	0.7900336128689269	1.0	Weight-only
FC(F)OC(Cl)C(F)(F)F	1	0	0.3213919	0	0.9711858852232088	0.85	0.8665217391304347	0.8798981804327493	1.0	Weight-only
FC(F)OC(F)C(F)(F)F	1	0	0.31923905	0	0.9740153492759318	0.8333333333333334	0.8534108527131783	0.8674692663064757	1.0	Weight-only
FCOC(C(F)(F)F)C(F)(F)F	1	0	0.30292225	0	0.9610928118003166	0.8421052631578947	0.8467265725288831	0.8531333877932079	1.0	Weight-only
Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1	1	0	0.2841341	0	0.9059939440375526	0.7567567567567568	0.7578515224084844	0.7608280646255329	1.0	Weight-only
N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1	0	1	0.54504144	0	0.8873224656169276	0.7073170731707317	0.7120306933406413	0.717139398922079	1.0	Weight-only
N=C(N=C(N)NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)Nc1ccc(Cl)cc1	0	0	0.47420946	0	0.91404681471255	0.8135593220338984	0.8148022598870057	0.8170230266784865	1.0	Weight-only
NC(=O)C1CCC2CN1C(=O)N2OS(=O)(=O)O	0	0	0.48109537	0	0.9075065494277158	0.7796610169491526	0.7847777422449633	0.7901040151120101	1.0	Weight-only
NC(=O)CS(=O)C(c1ccccc1)c1ccccc1	0	1	0.55990565	0	0.8809948490044984	0.7045454545454546	0.7169090909090908	0.7218725718725718	1.0	Weight-only
NC(=O)OCC(N)Cc1ccccc1	1	0	0.4506595	0	0.8740415210038449	0.5853658536585366	0.6388913525498892	0.6582670318681797	1.0	Weight-only
NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12	0	0	0.35056436	0	0.8858922659466304	0.7640449438202247	0.7675178753830438	0.7715166647750916	1.0	Weight-only
NC(O)=NO	0	0	0.29986805	0	0.9665287496092245	0.8148148148148148	0.8168350168350168	0.8260916038693815	1.0	Weight-only
NCC1CCC(C(=O)O)CC1	1	0	0.27212995	0	0.915914522019987	0.75	0.7558823529411764	0.7715686274509803	1.0	Weight-only
NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O	0	0	0.4947232	0	0.8715331688405767	0.691358024691358	0.6919278252611587	0.7033171597011753	1.0	Weight-only
NS(=O)(=O)Cc1noc2ccccc12	0	0	0.31565547	0	0.9022185823419047	0.7142857142857143	0.7621101270696958	0.7693961548660256	1.0	Weight-only
O=C(CCCCCCC(O)=NO)Nc1ccccc1	1	0	0.21805497	0	0.8861298291588229	0.7435897435897436	0.7476923076923077	0.7556267806267806	1.0	Weight-only
O=C(NCc1c(F)cc(F)cc1F)c1cn2c(c(O)c1=O)C(=O)N1C3CCC(C3)OC1C2	1	0	0.29013076	0	0.8923466761810851	0.7714285714285715	0.7723437023792592	0.7748364772125276	0.9838709677419355	Weight-only
O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1	0	0	0.49077436	0	0.8717909405366993	0.7325581395348837	0.7347729789590255	0.7423545446801261	0.9830508474576272	Weight-only
O=C(O)CCCCCCCC(=O)O	1	0	0.29745486	0	0.9305120330801749	0.65	0.6714814814814816	0.6926219870664316	1.0	Weight-only
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1	0	1	0.6073246	0	0.8945806072349318	0.4634146341463415	0.5857410881801126	0.6680246582685607	1.0	Weight-only
O=C(O)CNC(=O)c1ncc(-c2cccc(Cl)c2)cc1O	1	1	0.61768174	0	0.8769055311066986	0.7090909090909091	0.7175180375180376	0.7288680455347122	1.0	Weight-only
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl	0	0	0.25893515	0	0.8789867403254663	0.6428571428571429	0.6754355922770666	0.708767515298752	1.0	Weight-only
O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1	0	0	0.43797663	0	0.8758272493686229	0.7567567567567568	0.7567567567567568	0.7584727584727585	1.0	Weight-only
O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1	1	0	0.41783017	0	0.8915101768989006	0.75	0.7602222222222222	0.7667121507472384	1.0	Weight-only
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O	0	0	0.31068227	0	0.8920548530679345	0.7349397590361446	0.7425023169601482	0.7481999554568903	0.9841269841269841	Weight-only
O=C(OC1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1	0	0	0.34017095	0	0.8840013066732957	0.5409836065573771	0.693028790650587	0.7268963366862236	0.9836065573770492	Weight-only
O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(O)cc2)N1c1ccc(F)cc1	1	0	0.47667783	0	0.8933696397884018	0.75	0.7547619047619047	0.7595130948554285	0.9818181818181818	Weight-only
O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5	0	0	0.38686907	0	0.8935936200695691	0.7681159420289855	0.7719806763285024	0.7769466521219678	1.0	Weight-only
O=S(=O)(Nc1ccccc1)c1cccc(C=CC(O)=NO)c1	0	0	0.24627316	0	0.9034201346944015	0.7384615384615385	0.7415843857634903	0.754169324318578	1.0	Weight-only
